Metrics,Num_Neighbors,PCA_Components,N_Random_States,Score
wminkowski,2,4,5,0.3952569169960474
wminkowski,2,4,6,0.41106719367588934
wminkowski,2,4,7,0.4150197628458498
wminkowski,2,4,8,0.4308300395256917
wminkowski,2,4,9,0.41106719367588934
wminkowski,2,4,10,0.4308300395256917
wminkowski,2,4,11,0.4743083003952569
wminkowski,2,4,12,0.4308300395256917
wminkowski,2,4,13,0.33992094861660077
wminkowski,2,4,14,0.42292490118577075
wminkowski,2,4,15,0.45454545454545453
wminkowski,2,4,16,0.4505928853754941
wminkowski,2,4,17,0.4268774703557312
wminkowski,2,4,18,0.4150197628458498
wminkowski,2,4,19,0.4150197628458498
wminkowski,2,4,20,0.43873517786561267
wminkowski,2,5,1,0.4426877470355731
wminkowski,2,5,2,0.35177865612648224
wminkowski,2,5,3,0.45454545454545453
wminkowski,2,5,4,0.47035573122529645
wminkowski,2,5,5,0.391304347826087
wminkowski,2,5,6,0.38735177865612647
wminkowski,2,5,7,0.41106719367588934
wminkowski,2,5,8,0.5177865612648221
wminkowski,2,5,9,0.5059288537549407
wminkowski,2,5,10,0.37549407114624506
wminkowski,2,5,11,0.4980237154150198
wminkowski,2,5,12,0.4743083003952569
wminkowski,2,5,13,0.34782608695652173
wminkowski,2,5,14,0.4980237154150198
wminkowski,2,5,15,0.38735177865612647
wminkowski,2,5,16,0.48616600790513836
wminkowski,2,5,17,0.4268774703557312
wminkowski,2,5,18,0.4743083003952569
wminkowski,2,5,19,0.3715415019762846
wminkowski,2,5,20,0.5059288537549407
wminkowski,2,6,1,0.4901185770750988
wminkowski,2,6,2,0.3715415019762846
wminkowski,2,6,3,0.466403162055336
wminkowski,2,6,4,0.49407114624505927
wminkowski,2,6,5,0.466403162055336
wminkowski,2,6,6,0.43478260869565216
wminkowski,2,6,7,0.42292490118577075
wminkowski,2,6,8,0.42292490118577075
wminkowski,2,6,9,0.48221343873517786
wminkowski,2,6,10,0.4743083003952569
wminkowski,2,6,11,0.4901185770750988
wminkowski,2,6,12,0.48221343873517786
wminkowski,2,6,13,0.4426877470355731
wminkowski,2,6,14,0.4426877470355731
wminkowski,2,6,15,0.3675889328063241
wminkowski,2,6,16,0.5098814229249012
wminkowski,2,6,17,0.3715415019762846
wminkowski,2,6,18,0.4782608695652174
wminkowski,2,6,19,0.4189723320158103
wminkowski,2,6,20,0.4980237154150198
wminkowski,2,7,1,0.5454545454545454
